RE_100_A_0.0,,RE_100_A_0.5,,RE_100_A_1.0,,RE_100_A_1.5,
X,Y,X,Y,X,Y,X,Y
,,1.2322775646264372,-1.3964441757036345,1.1469953627704574,-2.8253117371060297,0.919665582306455,-4.04867880427903
,,1.22982299493959,-1.3747461883254064,1.1429012601017836,-2.8252587635040314,0.9172083639395079,-4.057313501404643
,,1.2273676684869999,-1.3617146822339898,1.1396252212011018,-2.8338828659092457,0.91311312612222,-4.070260249732864
,,1.2249134771830241,-1.3356834542123557,1.137578169866765,-2.833856379108247,0.9102457407226626,-4.087556130785089
,,1.222458907496177,-1.313985466834128,1.13389385584783,-2.8294754622230425,0.9073794904717197,-4.091852289907095
,,1.2195949275424625,-1.2922821820957,1.1302087850631524,-2.833761026624651,0.903693662921299,-4.1048043355955155
,,1.2175505248882252,-1.2619230107908601,1.125704515361868,-2.8423692369492652,0.9020556434709581,-4.109116386798123
,,1.2155061222339885,-1.2315638394860202,1.1224288548440577,-2.846660098711073,0.8991890148371436,-4.117745786563536
,,1.215099360647221,-1.2012258576219788,1.1191535727091189,-2.8466177198294753,0.8959125975535904,-4.130703129612155
,,1.2138745352924614,-1.1622107997507265,1.1150590916575738,-2.8508979868708826,0.891408706235178,-4.134978099293364
,,1.2155159601886452,-1.1188995827574666,1.1113743992557674,-2.8508503106290854,0.8881322889516247,-4.147935442341983
,,1.2183875077997879,-1.0539380546277766,1.1089179376545633,-2.8508185264678865,0.8844472181669468,-4.152221006743591
,,1.2208454829324777,-1.0366368762153515,1.1060520657864914,-2.850781444946488,0.8807610122336549,-4.169506293075417
,,1.2241234137475165,-1.0063465705931085,1.1035956041852872,-2.85074966078529,0.8766661527992383,-4.178119800760231
,,1.2282194083305473,-0.9847333409780763,1.1015485528509505,-2.8507231739842904,0.8725716717476931,-4.18240006780164
,,1.2323154029135783,-0.963120111363045,1.097454071799405,-2.8550034410256995,0.8692956328470113,-4.191024170206854
,,1.2351827883131357,-0.9458242303108193,1.093361482662217,-2.837617504850078,0.8652011517954662,-4.195304437248262
,,1.2376400066800826,-0.9371895331852063,1.0896767902604108,-2.83756982860828,0.8615164593936598,-4.195256761006465
,,1.241734866114499,-0.9285760255003921,1.0855830659746082,-2.833183614362877,0.8553753053906492,-4.195177300603468
,,1.2454210720477912,-0.9112907391685665,1.0802611108882039,-2.8287815080368732,0.8525094335225776,-4.195140219082069
,,1.2507445406656812,-0.8983598829209454,1.0769865855190077,-2.8200726478684643,0.8504623821882408,-4.1951137322810705
,,1.2540202011834918,-0.894069021159138,1.072892482850334,-2.820019674266467,0.848005542204165,-4.199415188763279
,,1.2572958617013021,-0.8897781593973297,1.0692089255971418,-2.8069722760944513,0.844730260069226,-4.19937280988168
,,1.2605715222191125,-0.8854872976355219,1.0651152013113396,-2.8025860618490475,0.8402271255165563,-4.194981298276077
,,1.2646667600364003,-0.8725405493073022,1.061021477025537,-2.7981998476036436,0.8357232341981438,-4.199256267957286
,,,,1.0569281311226062,-2.789480392714834,0.8320385417963374,-4.199208591715488
,,,,1.0532438171036713,-2.7850994758296306,0.8283530926287882,-4.207827396760501
,,,,1.0483324074327482,-2.7677029449336104,0.8238507148418615,-4.1947694038680865
,,,,1.0438300296458216,-2.7546449520411946,0.8205750543240509,-4.199060265629894
,,,,1.0409645361606212,-2.7502746298763907,0.8185283813725855,-4.194700538185489
,,,,1.0380994210582926,-2.7415710670681803,0.8164813300382486,-4.1946740513844905
,,,,1.0356437162228311,-2.7328728016201698,0.8144342787039118,-4.194647564583492
,,,,1.0319605373525103,-2.7154921628047486,0.8127966376364423,-4.194626375142692
,,,,1.0295048325170488,-2.706793897356738,0.8099307657683706,-4.194589293621294
,,,,1.025002454730122,-2.6937359044643236,0.8062460733665642,-4.194541617379496
,,,,1.0217283077437973,-2.6806938036525074,0.8041990220322275,-4.194515130578497
,,,,1.0188639494072114,-2.6633237595574855,0.8017425604310231,-4.194483346417299
,,,,1.0168187899872314,-2.641631069539457,0.7992860988298188,-4.1944515622561
,,,,1.0135450213837782,-2.6242557280842354,0.7956017848108838,-4.190070645370896
,,,,1.0098607073648433,-2.6198748111990318,0.7906888616084754,-4.190007077048499
,,,,1.0069967274111287,-2.5981715264606042,0.7882324000072712,-4.189975292887301
,,,,1.0049504328425347,-2.5894785583727935,0.7857763167889383,-4.185610268082696
,,,,1.0037240939562895,-2.567796463075165,0.783319855187734,-4.185578483921498
,,,,1.0024988902186587,-2.533114645847318,0.7804543617025339,-4.181208161756694
,,,,1.0008638978312892,-2.502760771902678,0.7759512271498641,-4.17681665015109
,,,,1.000457514627393,-2.468089549395231,0.7714473358314516,-4.181091619832299
,,,,0.9996432346881152,-2.4160800669539606,0.7685818423462515,-4.176721297667494
,,,,1.0012827676699416,-2.3944350531777303,0.7644896315919347,-4.155002120848467
,,,,1.0037418779512457,-2.3641341528350877,0.760804560807257,-4.159287685250075
,,,,1.0070194303834135,-2.3381770878562502,0.7558920159877198,-4.154890876284272
,,,,1.010296226049838,-2.3208865041642244,0.7522080803516563,-4.146176718755662
,,,,1.0131636114493952,-2.303590623111999,0.7489339333653315,-4.133134617943846
,,,,1.0156215865820852,-2.286289444699575,0.7460688182630028,-4.124431055135637
,,,,1.0193077925153773,-2.269004158367749,0.7423848826269392,-4.115716897607027
,,,,1.0217657676480671,-2.251702979955324,0.7382915367240083,-4.106997442718217
,,,,1.0246323962818815,-2.2430735801899098,0.7358362102714182,-4.093965936626801
,,,,1.0270899930317001,-2.230105642420891,0.7325616849022221,-4.085257076458392
,,,,1.030775442199249,-2.2214868373758776,0.7292867811501546,-4.080881456933387
,,,,1.0340511027170596,-2.2171959756140693,0.7268318330804359,-4.063516710198566
,,,,1.037736551884609,-2.2085771705690553,0.7231482758272437,-4.050469312026549
,,,,1.0406031805184233,-2.199947770803642,0.7194647185740516,-4.0374219138545335
,,,,1.0446980399528396,-2.191334263118828,0.7166003602374657,-4.020051869759512
,,,,1.0487928993872564,-2.182720755434014,0.7137356235180082,-4.007015066307896
,,,,1.0520685599050668,-2.1784298936722055,0.7112799186825469,-3.998316800859886
,,,,1.0565724512234793,-2.174154923990997,0.7092340024968242,-3.9852905921286697
,,,,1.0606680674236386,-2.156874935019372,0.7067786760442342,-3.972259086037253
,,,,1.064352759825445,-2.15692261126117,0.7051417917425075,-3.9635714153096417
,,,,1.068038208992994,-2.1483038062161555,0.7035064209722665,-3.9375507820084072
,,,,1.0729518889611458,-2.139700893251741,0.7010529864340336,-3.902853072699961
,,,,1.0774561586624296,-2.131092682927126,0.7002353010489131,-3.8898427560493447
,,,,1.0815506397139747,-2.126812415885718,0.7002390848776271,-3.8465103496152855
,,,,1.0860549094152585,-2.118204205561104,0.7022895416578068,-3.8075376706256314
,,,,1.0889207812833304,-2.118241287082502,0.7035189076070231,-3.7945538407760138
,,,,1.0921960634182692,-2.1182836659641002,0.7059776395054558,-3.768586181076776
,,,,1.095061935286341,-2.1183207474854986,0.7080265827541498,-3.746946464660745
,,,,1.0975180185046738,-2.1226857722901027,0.7113026216548316,-3.7383223622555324
,,,,,,0.7137609751703928,-3.716687943199701
,,,,,,0.7170370140710748,-3.7080638407944875
,,,,,,0.7203141881203707,-3.6864400164590565
,,,,,,0.7240000156707914,-3.673487970770636
,,,,,,0.7280948751052079,-3.6648744630858223
,,,,,,0.7309615037390224,-3.6562450633204087
,,,,,,0.7342375426397042,-3.6476209609151953
,,,,,,0.7371041712735186,-3.6389915611497816
,,,,,,0.7407896204410678,-3.6303727561047676
,,,,,,0.7432468388080148,-3.6217380589791546
,,,,,,0.7465228777086966,-3.6131139565739403
,,,,,,0.7489793393099009,-3.6131457407351393
,,,,,,0.7526651668603216,-3.6001936950467197
,,,,,,0.7555310387283931,-3.600230776568118
,,,,,,0.760035308429677,-3.591622566243503
,,,,,,0.7629011802977488,-3.591659647764901
,,,,,,0.7665862510824266,-3.5873740833632937
,,,,,,0.769861911600237,-3.5830832216014867
,,,,,,0.7739560142689107,-3.583136195203484
,,,,,,0.777640706670717,-3.583183871445282
,,,,,,0.7817351877222621,-3.578903604403873
,,,,,,0.7850104698572011,-3.578945983285471
,,,,,,0.7882857519921402,-3.5789883621670695
,,,,,,0.7927896433105528,-3.5747133924858607
,,,,,,0.7968837459792265,-3.574766366087859
,,,,,,0.8005695735296471,-3.5618143203994386
,,,,,,0.8042538875485822,-3.566195237284642
,,,,,,0.8087574004841233,-3.56625350824684
,,,,,,0.8120323042361907,-3.570629127771843
