RE_160_A_0.0,,RE_160_A_0.5,,RE_160_A_1.0,,RE_160_A_1.5,
1.2921444424012583,-0.0568083698403381,1.3317223148780435,-0.8297875479073009,1.1880015042487178,-1.9652528137757455,0.8849247423004759,-3.3370914644984087
1.291660863639063,-0.08710848743284005,1.3321921507269259,-0.8802957605942372,1.1908694784706888,-1.9804224132768637,0.8882711416921498,-3.352264070261814
1.291179002741032,-0.10730756374041239,1.3312292878629457,-0.9156433925669174,1.1946951619641477,-1.990547504660091,0.8925778271515578,-3.347240605979933
1.290216998809134,-0.13760467507062724,1.3297845641009345,-0.9711901008471693,1.1966062858467132,-2.0057110916366345,0.8954475192376931,-3.3523091641961216
1.2906885525221805,-0.17801184647263368,1.3288208423048724,-1.011588253462314,1.199953544170469,-2.0158331767575737,0.8997507689687728,-3.3674877824841003
1.2906816810655242,-0.21841601161235258,1.3273769774749433,-1.062084441100101,1.203778368731846,-2.031008788783266,0.903577311394314,-3.372562353224862
1.2921118029821403,-0.2487281542540034,1.3259348305091783,-1.1024795874529585,1.2052110674447085,-2.0461693694975227,0.9074021359556907,-3.3877379652505546
1.293064358661136,-0.273986769990902,1.3240125405095462,-1.1529727688284588,1.2080799005987617,-2.0562884483561756,0.9102726869739081,-3.3877560028242772
1.2949754825437012,-0.2891503569674454,1.3225721114079452,-1.1832668738963865,1.2109470158886508,-2.076508568499758,0.9145776545691519,-3.392833579827327
1.2964047455282355,-0.32451302025156115,1.3206523982045593,-1.218608493344492,1.2142916974161606,-2.1017822155480927,0.9169680625535022,-3.4029496524236924
1.2992718608181246,-0.3447331403951437,1.320645526747903,-1.2590126584842114,1.2166803875363468,-2.1219993294293884,0.9203153208772583,-3.413071737544633
1.3016605509383108,-0.36495025427643957,1.3192042387142195,-1.294357284194604,1.2195475028262361,-2.1422194495729707,0.9236642970651784,-3.4130927813806435
1.304525948364036,-0.39527141570495195,1.3177595149522086,-1.349903992474856,1.22193533401434,-2.167487084096731,0.9265339891513137,-3.418161339596831
1.306915497416304,-0.41043800894378246,1.3158406606809048,-1.3801950912804966,1.2243231652024442,-2.192754718620491,0.928924397135664,-3.4282774121931974
1.3093059054006542,-0.42055408154014806,1.3148760799527606,-1.4256437645381062,1.2262325712208455,-2.2180193468819644,0.9322716554594199,-3.438399497314137
1.3116954544529225,-0.4357206747789786,1.3139097813604521,-1.4811934790806456,1.2281419772392466,-2.2432839751434375,0.9356197727152581,-3.4434710617926125
1.3145634286748935,-0.4508902742800964,1.3139037688358777,-1.5165471235778996,1.229092815054078,-2.278643632165266,0.9389670310390142,-3.453593146913552
1.3169529777271618,-0.46605686751892694,1.3134167543453543,-1.5670493237402616,1.2314797873101002,-2.3089617873314916,0.9418358641930674,-3.4637122257722055
1.3188658194738916,-0.4711194132105405,1.312930598786913,-1.6125010032601579,1.2324306251249315,-2.34432144435332,0.9456615476865263,-3.473837317155432
1.3207778022885388,-0.481232479544619,1.3119651591266868,-1.6630001971602324,1.2329038967021422,-2.3746275744703964,0.9485303808405795,-3.4839563960140847
1.323646635442592,-0.4913515584032717,1.3100488816516294,-1.6781397340384783,1.2328978841775677,-2.4099812189676504,0.9509199298928477,-3.499122989252915
1.326516327528727,-0.49642011661945973,1.3071714591767554,-1.7185258616044745,1.2333702968226965,-2.4453378697271915,0.9542663292845217,-3.5142955950163204
1.3289075944451596,-0.5014856685733606,1.3033406220908041,-1.7387038940760364,1.23336342536604,-2.485742034866911,0.957135162438575,-3.524414673874973
1.3327332779386185,-0.5116107599565878,1.299510643936935,-1.7538314059051339,1.2338349790790863,-2.526149206268917,0.960482420762331,-3.5345367589959134
1.337993378009104,-0.5267953907691414,1.2956832425793121,-1.7538073558068366,1.233829825486594,-2.5564523301237063,0.9619159784072755,-3.5446468190677045
1.3399070786879155,-0.52680741581829,1.2918541233575247,-1.7638843469934682,1.232387678520829,-2.596847476476564,0.9657408029686524,-3.559822431093397
1.3442137641473235,-0.5217839515364098,1.287550014694363,-1.7537562493479544,1.2309455315550637,-2.637242622829421,0.9681303520209207,-3.5749890243322273
1.347084315165541,-0.5218019891101329,1.2822873378276312,-1.7537231804627953,1.22902667728376,-2.6675337216350625,0.9724327428199184,-3.595218163262672
1.3490014515726807,-0.5016119315894223,1.2770255198929814,-1.7486395909351713,1.2271078230124561,-2.6978248204407023,0.9762567084492132,-3.6154442959308284
1.348048895893685,-0.4763533158525235,1.2731998363995227,-1.7385144995519441,1.2251906866053166,-2.718014877961414,0.9800806740785081,-3.635670428598985
1.3461386309432017,-0.4561392082335154,1.268896586668443,-1.7233358812639645,1.2227925482322277,-2.753353491147232,0.9834262145381,-3.6558935550048552
1.3447059322303394,-0.4409786275192591,1.2641140528355783,-1.7132047773561632,1.221353836994791,-2.7735465549302303,0.9858114689299581,-3.69631275145601
1.3427956672798558,-0.42076451990025077,1.2593306600706315,-1.7081241940908263,1.2180005661464606,-2.798778114306544,0.9886803020840113,-3.7064318303146635
1.3408862612614547,-0.39549989163877775,1.2545489851698488,-1.69294256954056,1.2160817118751568,-2.8290692131121844,0.9910672743400334,-3.7367499854808877
1.3389751373788894,-0.38033630466223434,1.250724160608472,-1.677766957514868,1.2132068661965292,-2.8543037787507854,0.9924982551887317,-3.7620116074800736
1.3370648724284058,-0.360122197043226,1.2473760433526337,-1.6726953930363928,1.2108121635517688,-2.8694403093667447,0.994407661207133,-3.7872762357415475
1.3351537485458407,-0.3449586100666824,1.2449864943003655,-1.657528799797562,1.208417460907008,-2.884576839982703,0.9958369241916672,-3.8226388990256623
1.3332426246632754,-0.3297950230901394,1.2416392359766095,-1.647406714676622,1.204109057583436,-2.8997013455495138,0.9972670461082837,-3.852951041667313
1.331332359712792,-0.30958091547113065,1.2378126935510683,-1.6423321439358598,1.2017143549386755,-2.914837876165472,0.9972593157195452,-3.8984057274494974
1.3284661033549847,-0.2843102746850832,1.2330318775823679,-1.6220999987431286,1.1988403681921298,-2.935021921161608,0.9962947349914009,-3.9438544007071066
1.3255981291330137,-0.26914067518396556,1.2292070530209909,-1.6069243867174365,1.1950112489703428,-2.9450989123482403,0.9948500112293897,-3.9994011089873602
1.3227301549110426,-0.2539710756828477,1.2268157861045588,-1.6018588347635356,1.1911795529523093,-2.970327465462267,0.9934070053315426,-4.044846775982683
1.3208190310284773,-0.23880748870630453,1.2239469529505054,-1.5917397559048827,1.1892658522734978,-2.9703154404131187,0.9910088669584538,-4.0801853891685
1.3184320587724552,-0.20848933354007948,1.2196428442873437,-1.5816116582593684,1.1854358741196285,-2.9854429522422166,0.9886133053816112,-4.100372440426924
1.3155649434825663,-0.18826921339649672,1.2167757289974546,-1.5613915381157861,1.1816076138299236,-2.9904694227863837,0.9857384597029837,-4.125607006065525
1.3122194030229741,-0.16804608699062684,1.2119940540966718,-1.5462099135655194,1.1773017873025977,-2.990442366425799,0.9814283385152475,-4.150832552917265
1.3103108559366552,-0.1377309380866889,1.2096045050444035,-1.5310433203266887,1.1739502343184314,-3.005572884517183,0.978075067666917,-4.17606411229358
1.30744545851093,-0.10740977665817653,1.2057796804830268,-1.5158677083009966,1.1696426899269412,-3.015646869441529,0.9756803650221565,-4.191200642909538
1.3055351935604464,-0.08719566903916842,1.2043452639060002,-1.5108081688716704,1.1658144296372361,-3.020673339985696,0.9732865213094779,-4.201286652883032
1.301713804727398,-0.05181797444361669,1.2014772896840291,-1.4956385693705525,1.162943878619019,-3.0206553024119733,0.9675411246126331,-4.22650318094791
1.298846689437509,-0.03159785430003392,1.198130890292355,-1.4804659636071476,1.1576786249560411,-3.035773795454209,0.9651464219678726,-4.241639711563869
1.2974157085888105,-0.006336232300847788,1.194784490900681,-1.4652933578437426,1.1548072150057416,-3.0408062785229504,0.9603604524066797,-4.251710690225926
1.2950295952648705,0.029032443507842176,1.1919156577466277,-1.4551742789850897,1.150022963308713,-3.0407762159000784,0.9574873245922162,-4.266844214579598
1.2936003322803362,0.0643951067919577,1.1904821001016832,-1.445064218913299,1.1466739871207927,-3.0407551720640686,0.9536590643025111,-4.2718706851237656
1.292171928227884,0.10480829071853837,1.1871357007100092,-1.4298916131498935,1.1428448678990055,-3.0508321632507,0.9498299450807239,-4.281947676310398
1.2912219493451345,0.14521846838283192,1.1842677264880381,-1.4147220136487757,1.1394967506431677,-3.045760598772226,0.9464783920965576,-4.2970781944017835
1.2893185558513076,0.20583674114155914,1.181879895299934,-1.389454379125016,1.1351900651837594,-3.050784063054105,0.9431268391123914,-4.312208712493167
1.29028227764737,0.24623489375670404,1.1794894873155837,-1.3793383065286502,1.1318410889958392,-3.0507630192180946,0.9397761450603069,-4.322288709942086
1.2912451405113499,0.2815825257293838,1.1770999382633156,-1.3641717132898195,1.128492112807919,-3.050741975382085,0.9345134681935753,-4.322255641056928
1.2926864285450332,0.31692715143977646,1.1742328229734265,-1.3439515931462367,1.125621561789702,-3.0507239378083613,0.9302050648700032,-4.337380146623738
1.2960396993933636,0.3421587108160906,1.1713639898193733,-1.3338325142875833,1.122272585601782,-3.0507028939723515,0.9263776635123802,-4.33735609652544
1.2979594125967495,0.37750033026419605,1.1704105752082958,-1.3136244191931503,1.1194028935156464,-3.045634335756164,0.9220709780529722,-4.34237956080732
1.3003549741735918,0.3976873815226196,1.1675426009863246,-1.2984548196920325,1.1170099087350502,-3.0506698250871924,0.9177634336614822,-4.352453545731666
1.3037082450219224,0.4229189408989338,1.1656331949679233,-1.2731901914305586,1.1131833663095092,-3.0455952543464306,0.9139360323038591,-4.352429495633368
1.306102947666683,0.43805547151489255,1.1637212121532756,-1.2630771250964807,1.1103128152912918,-3.045577216772708,0.9101086309462361,-4.35240544553507
1.3084976503114436,0.4531920021308514,1.1618118061348746,-1.2378124968350073,1.1060069887639659,-3.045550160412123,0.9077139283014756,-4.3675419761510295
1.3123293463294767,0.47842055524487825,1.1599006822523095,-1.222648909858464,1.1007460297613982,-3.035416050242034,0.9019711084008769,-4.377606942288513
1.3156817582457254,0.4986015939787276,1.15799213516599,-1.1923337609545257,1.0940480773855579,-3.035373962570014,0.8986212732808746,-4.3826364190949665
,,1.1570404384190767,-1.1620246245751624,1.0892646846206113,-3.030293379304677,0.8957498633305753,-4.38766890216371
,,1.15656888470603,-1.121617453173156,1.0863949925344758,-3.0252248210884884,0.8909656116335465,-4.387638839540838
,,1.1556180468911987,-1.0862577961513278,1.0830460163465556,-3.0252037772524787,0.8880950606153292,-4.387620801967115
,,1.155624918347855,-1.0458536310116084,1.0796970401586354,-3.025182733416468,0.8857020758347328,-4.392656291298143
,,1.157544631551241,-1.010512011563503,1.0749136473936889,-3.020102150151132,0.8823522407147304,-4.397685768104599
,,1.1599427699243299,-0.9751733983776849,1.071090540696476,-2.9948254968405097,0.8790032645268103,-4.397664724268588
,,1.1628193334671215,-0.9398377914541536,1.067262280406771,-2.999851967384677,0.8751758631691874,-4.39764067417029
,,1.1647364698742613,-0.9196477339334428,1.0639141631509328,-2.994780402906202,0.8713493207436463,-4.392566103429528
,,1.166654465213483,-0.8944071557702666,1.0605651869630126,-2.9947593590701915,0.8680003445557263,-4.392545059593517
,,1.1695267340958642,-0.8843241520590603,1.0548240849265782,-2.9947232839227453,0.8622575246551275,-4.402610025731001
,,1.1714438705030041,-0.8641340945383496,1.0529103842477665,-2.994711258873597,0.8589085484672073,-4.402588981894991
,,1.1743169983174675,-0.8490005701846779,1.0495631259240106,-2.9845891737526573,0.8536467305325577,-4.397505392367368
,,1.1752747075889554,-0.8439560620667872,1.0452572993966847,-2.9845621173920724,0.8493400450731498,-4.402528856649247
,,1.1786254016410396,-0.8338760646178676,1.0428668914123342,-2.974446044795706,0.8459910688852296,-4.402507812813236
,,1.1810201042858002,-0.8187395340019092,1.039517915224414,-2.9744250009596955,0.8421636675276065,-4.402483762714939
,,1.1829355228287757,-0.8086505177661283,1.0380843575794696,-2.9643149408879044,0.8373794158305776,-4.402453700092067
,,1.185808650643239,-0.7935169934124566,1.032825116441066,-2.9440797894328856,0.8345088648123604,-4.402435662518344
,,1.187245644016512,-0.7834249709143881,1.029475281321064,-2.9491092662393408,0.8297237541832496,-4.407456120537939
,,1.1905971970006783,-0.768294452823004,1.0275650163705805,-2.928895158620332,0.8268532031650323,-4.407438082964215
,,1.1949047413921683,-0.758220467898659,1.0242160401826603,-2.928874114784322,0.8235050859091941,-4.4023665184857395
,,1.1963425936975232,-0.7430779247581256,1.0203903566892014,-2.9187490234010953,0.8201543918571098,-4.412446515934659
,,1.2001708539872282,-0.7380514542139585,1.0156061049921727,-2.9187189607782233,0.8144132898206752,-4.4124104407872125
,,1.2025638387678246,-0.7330159648829295,1.0122588466684166,-2.9085968756572838,0.8115427388024579,-4.412392403213489
,,1.2049585414125852,-0.7178794342669708,1.0089090115484143,-2.913626352463738,0.8086721877842407,-4.412374365639766
,,1.2078299513628845,-0.7128469511982287,1.006997028733767,-2.9035132861296598,0.8058033546301875,-4.402255286781113
,,1.2092660858040754,-0.7078054493426253,1.004129913443878,-2.8832931659860765,0.8014975281028616,-4.402228230420529
,,1.2121383546864566,-0.697722445631419,1.0012602213577426,-2.878224607769889,0.7981476929828595,-4.407257707226984
,,1.2145313394670532,-0.6926869563003897,0.9979121041019045,-2.8731530432914134,0.7962348512361299,-4.40219516153537
,,1.2183595997567582,-0.6876604857562223,0.9955208371854722,-2.868087491337513,0.7928867339802919,-4.397123597056895
,,1.219795734197949,-0.6826189839006189,0.992172719929634,-2.8630159268590374,0.7885809074529658,-4.397096540696311
,,1.223146428250033,-0.6725389864516993,0.9897831708773658,-2.847849333620207,0.7837975146880192,-4.392015957430973
,,1.2269755474718205,-0.6624619952650672,0.9864367714856918,-2.8326767278568017,0.7780581305157486,-4.381878840998597
,,1.2288901070827138,-0.657423499671751,0.9835662204674744,-2.832658690283079,0.7751867205654493,-4.38691132406734
,,,,0.9816542376528271,-2.8225456239490008,0.7713593192078263,-4.386887273969043
,,,,0.9802198210758005,-2.8174860845196736,0.7680103430199061,-4.386866230133032
,,,,0.9754381461750178,-2.802304459969408,0.7656190761034737,-4.381800678179131
,,,,0.9730468792585855,-2.7972389080155073,0.7627493840173386,-4.376732119962943
,,,,0.9706573302063172,-2.782072314776677,0.7598788329991213,-4.3767140823892206
,,,,0.967787638120182,-2.7770037565604886,0.7574875660826889,-4.371648530435318
,,,,0.9649188049661287,-2.766884677701836,0.7546170150644717,-4.371630492861596
,,,,0.9615715466423728,-2.7567625925808956,0.7522274660122034,-4.356463899622765
,,,,0.9591819975901046,-2.7415959993420653,0.7503146242654739,-4.351401353931152
,,,,0.9553554551645634,-2.7365214286013027,0.746008797738148,-4.351374297570567
,,,,0.953921897519619,-2.7264113685295115,0.7426598215502277,-4.351353253734557
,,,,0.9524883398746743,-2.7163013084577203,0.7388324201926048,-4.35132920363626
,,,,0.9505763570600271,-2.706188242123641,0.7369204373779573,-4.341216137302181
,,,,0.9486652331774617,-2.691024655147098,0.7321353267488464,-4.346236595321774
,,,,0.9457955410913264,-2.68595609693091,0.730223343934199,-4.336123528987696
,,,,0.9434051331069762,-2.675840024334545,0.7278329359498487,-4.32600745639133
,,,,0.9410155840547078,-2.660673431095714,0.7235262504904407,-4.33103092067321
,,,,0.9381476098327367,-2.645503831594596,0.7201789921666847,-4.32090883555227
,,,,0.9352796356107655,-2.630334232093478,0.7177877252502524,-4.315843283598369
,,,,0.9333685117282002,-2.6151706451169354,0.7153955994017379,-4.315828252286933
,,,,0.9314573878456348,-2.600007058140392,0.7120474821458999,-4.310756687808458
,,,,0.9300246891327724,-2.5848464774261353,0.7091786489918467,-4.300637608949805
,,,,0.9271567149108012,-2.5696768779250174,0.7072649483130351,-4.300625583900657
,,,,0.9247688837226972,-2.5444092434012577,0.7034384058874942,-4.295551013159895
,,,,0.9223801936025109,-2.524192129519962,0.7015264230728467,-4.285437946825817
,,,,0.9204699286520276,-2.5039780219009535,0.6986558720546294,-4.285419909252093
,,,,0.9190380888712472,-2.483766920544233,0.6962654640702791,-4.275303836655728
,,,,0.9185656762261186,-2.448410269784691,0.692438062712656,-4.27527978655743
,,,,0.9176131205471232,-2.4231516540477926,0.6900467957962237,-4.270214234603529
,,,,0.9171415668340765,-2.382744482645786,0.6871779626421705,-4.260095155744875
,,,,0.9166691541889482,-2.347387831886245,0.685265120895441,-4.255032610053263
,,,,0.9190672925620369,-2.3120492187004267,0.6814385784699001,-4.249958039312499
,,,,0.9195517302563141,-2.27669858046546,0.6795248777910885,-4.249946014263351
,,,,0.9219481507652388,-2.251461008564571,0.678091320146144,-4.239835954191561
,,,,0.9257789878511901,-2.2312829760930093,0.6747440618223879,-4.22971386907062
,,,,0.9281754083601147,-2.2060454041921207,0.6728312200756584,-4.224651323379007
,,,,0.9320096811743943,-2.165665289150699,0.6709183783289291,-4.219588777687393
,,,,0.9358396593282634,-2.1505377773216017,0.6680478273107118,-4.21957074011367
,,,,0.938235220905106,-2.130350726063178,0.6651789941566586,-4.209451661255017
,,,,0.9406282056857025,-2.1253152367321495,0.663267011342011,-4.199338594920938
,,,,0.9454150341789774,-2.1101937374276267,0.6608757444255788,-4.194273042967038
,,,,0.947808877891656,-2.1001077274541324,0.6570492020000377,-4.189198472226275
,,,,0.9506820057061195,-2.0849742031004608,0.6546596529477695,-4.174031878987446
,,,,0.9549904090296916,-2.069849697533651,0.6513106767598493,-4.174010835151435
,,,,0.958344538810104,-2.039567617514872,0.648921127707581,-4.158844241912604
,,,,0.9636089335409996,-2.0294996451151013,0.6460505766893638,-4.15882620433888
,,,,0.9664803434912991,-2.0244671620463595,0.6417481858903661,-4.138597065408436
,,,,0.9703094627130862,-2.0143901708597265,0.63840092756661,-4.128474980287496
,,,,0.9736592978330885,-2.009360694053272,0.6364898036840447,-4.113311393310953
,,,,0.9765315667154697,-1.999277690342066,0.6326641201905858,-4.103186301927726
,,,,0.9813175362766627,-1.989206711680008,0.6293177207989118,-4.088013696164321
,,,,0.9851457965663678,-1.9841802411358405,0.6259696035430735,-4.082942131685846
,,,,0.9899326250596427,-1.9690587418313172,0.6221456379137787,-4.062715999017689
,,,,0.993762603213512,-1.9539312300022198,0.6188000974541868,-4.042492872611819
,,,,0.9985494317067869,-1.938809730697698,0.6164096894698364,-4.032376800015454
,,,,1.0033345423358977,-1.9337892726781045,0.6135417152478654,-4.017207200514336
,,,,1.007162802625603,-1.928762802133937,0.6097177496185705,-3.9969810678461792
,,,,1.011470347017093,-1.9186888172095915,0.6078057668039231,-3.986868001512101
,,,,1.0138641907297714,-1.9086028072360977,0.604938651514034,-3.9666478813685178
,,,,1.0176915920873943,-1.908626857334395,0.6030309633597969,-3.931282211822116
,,,,1.0215207113091815,-1.8985498661477629,0.6011198394772315,-3.916118624845571
,,,,1.0258265378365077,-1.8985769225083473,0.5987311493570453,-3.8959015109642756
,,,,1.028697947786807,-1.8935444394396055,0.5968226022707261,-3.8655863620603386
,,,,1.0320486418388912,-1.8834644419906859,0.5953907624899457,-3.8453752607036167
,,,,1.0358743253323501,-1.8935895333739134,0.5944399246751142,-3.810015603681789
,,,,1.0387457352826495,-1.8885570503051716,0.5944433604034425,-3.7898135211119293
,,,,1.0435325637759245,-1.8734355510006488,0.5934925225886111,-3.7544538640900997
,,,,1.0478383903032504,-1.8734626073612337,0.5939769602828883,-3.7191032258551333
,,,,1.0511882254232527,-1.868433130554779,0.59685352382568,-3.6837676189316024
,,,,1.0569293274596872,-1.8684692057022252,0.6002067946740104,-3.6585360595552876
,,,,1.0612351539870133,-1.8684962620628096,0.6021239310811501,-3.6383460020345773
,,,,1.0636281387676094,-1.8634607727317807,0.6049987767597776,-3.6131114363959753
,,,,1.0674546811931505,-1.868535343472543,0.6093080390154317,-3.5929364101867014
,,,,1.0708036573810706,-1.8685563873085536,0.6107458913207866,-3.577793867046168
,,,,1.0746310587386936,-1.8685804374068509,0.6131405939655472,-3.5626573364302088
,,,,1.077981752790778,-1.8585004399579312,0.6160128628479286,-3.5525743327190025
,,,,,,0.6184084244247712,-3.5323872814605783
,,,,,,0.6227159688162611,-3.5223132965362334
,,,,,,0.6260683807325096,-3.5021322578023844
,,,,,,0.6284622244451881,-3.49204624782889
,,,,,,0.6327697688366781,-3.481972262904545
,,,,,,0.6356420377190595,-3.471889259193339
,,,,,,0.6385143066014409,-3.4618062554821325
,,,,,,0.6418632827893611,-3.4618272993181423
,,,,,,0.6447355516717423,-3.451744295606936
,,,,,,0.6480871046559088,-3.436613777515551
,,,,,,0.6528713563529375,-3.436643840138423
,,,,,,0.6557444841674009,-3.4215103157847517
,,,,,,0.6590943192874033,-3.4164808389782966
,,,,,,0.6614873040679996,-3.411445349647268
,,,,,,0.6643604318824631,-3.396311825293596
,,,,,,0.669145542511574,-3.391291367274003
,,,,,,0.6729746617333611,-3.381214376087371
,,,,,,0.6758460716836604,-3.3761818930186287
,,,,,,0.6791959068036627,-3.3711524162121744
,,,,,,0.6815880326521772,-3.37116744752361
,,,,,,0.6854154340098001,-3.3711914976219077
,,,,,,0.6892462710957514,-3.3510134651503467
,,,,,,0.6921176810460508,-3.3459809820816044
,,,,,,0.6959459413357558,-3.3409545115374373
,,,,,,0.7002517678630819,-3.3409815678980213
,,,,,,0.7040800281527868,-3.335955097353854
,,,,,,0.7079100063066561,-3.320827585524757
,,,,,,0.7103021321551705,-3.3208426168361926
,,,,,,0.7146079586824964,-3.3208696731967775
,,,,,,0.7184336421759553,-3.330994764580005
,,,,,,0.7208300626848799,-3.305757192679116
,,,,,,0.7241790388728002,-3.305778236515126
,,,,,,0.7284848654001261,-3.3058052928757107
,,,,,,0.7313545574862612,-3.310873851091899
,,,,,,0.7342276853007247,-3.295740326738227
,,,,,,0.737098236318942,-3.2957583643119506
,,,,,,0.7428393383553765,-3.2957944394593968
,,,,,,0.7457098893735938,-3.2958124770331194
,,,,,,0.7485795814597291,-3.300881035249308
,,,,,,0.7524087006815163,-3.290804044062675
,,,,,,0.7562369609712214,-3.2857775735185077
,,,,,,0.7600643623288444,-3.2858016236168055
,,,,,,0.7629349133470618,-3.285819661190528
,,,,,,0.7667631736367667,-3.280793190646361
,,,,,,0.7715491431979598,-3.270722211984303
,,,,,,0.7753748266914187,-3.28084730336753
